DeviceId,Public Key,Device Type,Device Variant
70B3D584C01E1D36,BAPtDtGvQF/s+JRujZSd625vay6tI3yY+BbY2E9pIopqLhB1v80/7UqRnqYSc4hJKq1zcBH+sT2jBuB36bhmH2A=,0,0
70B3D584C01E1D30,BG+8h4RKqbmDemsg134nGyY/fm6pNJVvnI1WoeDCfAaHpLNRHxHMyalNUvLZq/+kDvuIai7Jz568OaQ+q6oLz+I=,0,0
70B3D584C01E1D31,BJKd0PxeCFV60Yw2M2kqZY11MUYqqyNnry3OjbnN0GmEyh7vcA7ddT/8+TBVDovDHqGpB0zNzqrhORiwKJTQRAw=,0,0
70B3D584C01E1D2E,BD2hBGD3f4fZLKEHcZhEq0BjpMwjPQtYfEZ5+SNcAqUXRkX6yQxL4MmWV0TNHY8u+wIpRN5xDx/UOYXmQOECSME=,0,0
70B3D584C01E1D2F,BH+SZaMgRA1dd5Wv+M7yR5bbWTXBDj9ccEXgnx+bJIzAePROTUNPaLhjGD/B+vOUutSnGzrGf+4OY41bl7S/P+c=,0,0
70B3D584C01E1D32,BHnvQpUrCYueeItKH81JfBwI0or9leLQ0xoVVZZGSDBW/ylFUvdtBF8RAW6vPHa/ZKSeWd0ZH8jiJeY6Yc6TQkU=,0,0
70B3D584C01E1D33,BE3nCLuCWJyyZN3i5b5EIvr6DqSzRx74RAFZ9kvUcaRXaAm/FRILDu9GjKDjUHaw8QgfCv9F+4d3AU/Kb9qo/Z0=,0,0
70B3D584C01E1D35,BFF5Wo2Rz70sn/IIlNmBgk0XfiGjtOyRh9nnS1GdXz7SrB2P0IOy/rN+CwZEWV2sA30mRrwbUSZtyttG7fpgYAQ=,0,0
